,Широта,Долгота
14958,59.853708,30.302916
14959,59.940443,30.497071
14960,60.104787,29.977531
14961,59.959954,30.46472
14962,60.091312,30.379565
14963,59.951446,30.472864
14964,59.877979,29.914405
14965,59.893236,30.454729
14966,59.845222,30.377849
14967,60.014419,30.01045
14968,59.861577,30.211571
14969,59.879897,29.909117
14970,59.740832,30.582987
14971,59.850228,30.151434
14972,59.84493,30.415646
14973,60.148808,30.216138
14974,59.717846,30.401681
14975,59.936299,30.477303
14976,59.850633,30.193017
14977,59.868578,30.256204
14978,60.037815,30.406035
14979,59.87664,30.442504
14980,59.843766,30.105057
14981,59.861978,30.211595
14982,59.914003,30.29466
14983,59.847873,30.312242
14984,59.717934,30.399058
14985,60.065127,30.390631
14986,59.828694,30.398053
14987,59.834827,30.351556
14988,59.997809,30.660275
14989,59.846167,30.344682
14990,60.022244,30.225676
14991,59.841104,30.097899
14992,60.078041,30.341995
14993,60.035067,30.393448
14994,60.050212,30.353832
14995,60.046586,30.314786
14996,59.740521,30.475975
14997,59.898958,30.473839
14998,59.868941,30.403161
14999,59.852131,30.479108
15000,59.863383,30.494909
15001,59.858146,30.386377
15002,60.022409,30.251858
15003,59.955536,30.489404
15004,59.831144,30.502898
15005,59.850252,30.207742
15006,59.864087,30.372795
15007,59.945811,30.331014
15008,60.052225,30.335822
15009,59.864262,30.261724
15010,59.867449,30.246329
15011,59.852002,30.202387
15012,59.865462,30.424277
15013,59.868519,30.369197
15014,59.944176,30.48425
15015,59.829043,30.377394
15016,60.009143,30.213525
15017,59.853128,30.141868
15018,59.851469,30.270659
15019,59.840728,30.317811
15020,60.112696,30.448468
15021,59.807542,30.369813
15022,60.090924,30.380069
15023,59.820536,30.316679
15024,59.829644,30.534244
15025,59.835577,30.417558
15026,59.836398,30.111838
15027,59.723518,30.081753
15028,59.865748,30.384266
15029,59.819456,30.338297
15030,59.874948,30.44592
15031,59.866524,30.424247
15032,59.738015,30.398945
15033,59.858693,30.247304
15034,59.862511,30.416826
15035,60.047201,30.317564
15036,60.059337,30.337678
15037,59.901758,30.486293
15038,60.007736,30.421774
15039,60.066908,30.340363
15040,59.907941,30.298019
15041,59.928602,30.331555
15042,59.924501,30.361556
15043,59.890334,30.272711
15044,59.888676,30.321296
15045,59.885241,30.321507
15046,59.913036,30.321243
15047,59.921893,30.356232
15048,59.964639,30.364703
15049,60.07278,30.321018
15050,59.849898,30.33981
15051,59.848273,30.146475
15052,59.860341,30.287282
15053,60.022157,30.107416
15054,59.835776,30.115827
15055,60.00264,30.482578
15056,60.038837,30.408543
15057,60.066582,30.398257
15058,59.762938,30.35876
15059,60.098208,30.260014
15060,60.002927,30.438228
15061,59.932721,30.44725
15062,59.932629,30.326064
15063,59.849869,30.145482
15064,59.955417,30.294873
15065,59.900425,30.517414
15066,59.777538,30.324451
15067,60.098267,30.260945
15068,59.835645,30.381162
15069,59.93089,30.622851
15070,60.012153,30.012381
15071,59.957298,30.6004
15072,59.90524,30.505737
15073,60.042565,30.463929
15074,59.94467,30.482242
15075,59.789566,30.169165
15076,59.876352,30.348607
15077,59.747922,30.496391
15078,59.900019,30.485326
15079,59.866617,30.25175
15080,59.875187,30.444973
15081,60.08675,30.355908
15082,60.181028,29.769141
15083,59.972656,30.272893
15084,59.868075,30.23632
15085,59.907507,29.775137
15086,59.807286,30.163172
15087,59.820305,30.338382
15088,59.963042,30.488189
15089,59.800954,30.369913
15090,59.831772,30.507582
15091,59.84691,30.205311
15092,59.83705,30.108953
15093,60.00135,29.768977
15094,59.996165,30.215434
15095,59.739091,30.467113
15096,59.947828,30.564405
15097,60.058274,30.336624
15098,60.069599,30.289941
15099,60.033109,30.142489
15100,59.853359,30.340155
15101,59.853929,30.275387
15102,60.048212,30.353095
15103,59.878133,30.478829
15104,60.042106,30.339264
15105,60.028791,30.3698
15106,60.024795,30.391116
15107,60.062163,30.431926
15108,60.073247,30.342461
15109,59.790475,30.168988
15110,59.806248,30.358117
15111,59.981883,30.329947
15112,59.899711,30.518078
15113,59.699646,30.453193
15114,60.057522,30.314341
15115,60.045793,30.448671
15116,59.833499,30.176101
15117,60.075846,30.355158
15118,59.929972,30.483613
15119,60.064073,30.426672
15120,59.831102,30.155566
15121,60.041523,30.44739
15122,59.883742,30.438252
15123,60.04173,30.445934
15124,60.034731,30.408265
15125,59.831168,30.505991
15126,60.067515,30.337395
15127,59.810411,30.365219
15128,59.798269,29.916159
15129,59.730701,30.617965
15130,59.864245,30.470588
15131,59.720298,30.409803
15132,59.849489,30.214741
15133,59.844651,30.519715
15134,59.793929,30.329854
15135,59.930886,30.363731
15136,60.050626,30.332136
15137,59.828092,30.398397
15138,59.84777,30.416431
15139,60.070142,30.450363
15140,60.081149,30.341379
15141,59.842158,30.362532
15142,60.072131,30.318304
15143,59.799542,30.272921
15144,60.030727,30.219353
15145,60.034913,30.317964
15146,60.136187,30.257984
15147,60.188319,29.739595
15148,59.909507,30.511245
15149,59.706541,30.38783
15150,59.832338,30.366122
15151,59.820638,30.316784
15152,59.851509,30.309493
15153,59.843207,30.097669
15154,59.840848,30.490003
15155,59.880713,30.467031
15156,59.932346,30.654029
15157,59.880377,29.824981
15158,60.0442,30.303789
15159,59.922229,30.443989
15160,60.046817,30.351688
15161,60.003718,29.753109
15162,59.864336,30.17993
15163,59.851203,30.301582
15164,60.058156,30.425685
15165,60.085213,30.344335
15166,59.84706,30.207059
15167,59.939812,30.494075
15168,59.829632,30.540814
15169,59.810987,30.379911
15170,60.068087,30.404814
15171,59.84263,30.246342
15172,59.826376,30.379266
15173,59.833442,30.506639
15174,59.800293,30.26963
15175,59.849559,30.25118
15176,59.879056,30.461151
15177,59.863322,30.513957
15178,59.829187,30.177541
15179,59.824335,30.353632
15180,59.876973,30.480071
15181,59.852511,30.30162
15182,59.907971,30.480603
15183,59.737941,30.411605
15184,59.899195,30.445455
15185,59.848641,30.457129
15186,60.090876,30.379936
15187,60.020048,30.644939
15188,59.904531,30.55823
15189,59.952349,30.577341
15190,60.091183,30.379207
15191,59.806568,30.37406
15192,59.719176,30.405687
15193,60.055259,30.338076
15194,59.857928,30.154071
15195,60.038262,30.317173
15196,60.057061,30.356498
15197,59.837141,30.506464
15198,59.868002,30.46189
15199,59.852131,30.479108
15200,59.80617,30.369972
15201,59.846238,30.109299
15202,59.94638,30.558599
15203,59.718246,30.411821
15204,59.759392,30.320678
15205,59.814023,30.565569
15206,59.856355,30.503139
15207,60.166155,29.864101
15208,59.946097,30.498705
15209,59.862964,30.414076
15210,59.827551,30.398765
15211,59.860094,30.467532
15212,60.032649,30.141346
15213,60.01157,30.400197
15214,59.859049,30.246771
15215,60.051311,30.339874
15216,59.841863,30.392352
15217,60.082352,29.957135
15218,59.861411,29.976258
15219,59.799756,30.272331
15220,59.832487,30.195367
15221,60.163513,29.860788
15222,59.761581,30.323776
15223,59.828296,30.398341
15224,59.842896,30.114221
15225,60.067771,30.366589
15226,60.056268,30.433411
15227,59.833893,30.204827
15228,59.848885,30.311922
15229,60.086348,29.955725
15230,60.062964,30.460106
15231,59.83819,30.105154
15232,59.908972,30.483586
15233,60.085183,30.344332
15234,59.844702,30.433345
15235,60.099016,30.259254
15236,59.753737,30.37368
15237,59.806867,30.373289
15238,59.857505,30.230783
15239,59.856793,30.476205
15240,60.028558,30.639959
15241,59.825082,30.144202
15242,59.72514,30.446927
15243,59.878901,29.918427
15244,59.882144,29.88994
15245,59.848034,30.314236
15246,59.719666,30.409002
15247,59.829314,30.405495
15248,59.911097,30.462475
15249,60.171404,29.87123
15250,60.069697,30.289105
15251,59.943817,30.596708
15252,60.05215,30.363063
15253,59.717928,30.405671
15254,59.753587,30.373011
15255,59.869203,29.866856
15256,60.079881,30.341953
15257,60.058282,30.479837
15258,60.056505,30.427445
15259,60.055155,30.389964
15260,59.83047,30.203548
15261,59.853114,30.197345
15262,60.057334,30.477348
15263,59.899905,30.489591
15264,59.732467,30.38011
15265,59.92062,30.518289
15266,59.825038,30.174276
15267,60.042099,30.356428
15268,59.73954,30.621313
15269,59.819952,30.324843
15270,59.845415,30.309248
15271,59.829042,30.156569
15272,59.861473,30.451939
15273,60.049779,30.443396
15274,59.753735,30.375436
15275,59.795673,30.161338
15276,59.988384,29.772455
15277,60.058371,30.334969
15278,59.759972,30.321487
15279,59.829627,30.537485
15280,60.057809,30.479379
15281,59.935399,30.37125
15282,59.941045,30.40718
15283,59.929028,30.381912
15284,59.944114,30.359489
15285,59.98785,30.309296
15286,59.927145,30.358122
15287,59.985723,30.353131
15288,59.986003,30.297407
15289,59.954261,30.415408
15290,59.943821,30.358152
15291,59.93963,30.429583
15292,59.943188,30.440435
15293,59.964528,30.325376
15294,59.984589,30.257369
15295,59.939406,30.415189
15296,59.948513,30.384364
15297,59.921797,30.416557
15298,59.899275,30.317355
15299,59.934066,30.248579
15300,59.99338,30.244415
15301,59.949453,30.271495
15302,59.991301,30.349198
15303,59.881092,30.311835
15304,59.965765,30.321401
15305,59.985196,30.345304
15306,59.939391,30.393205
15307,59.959434,30.428973
15308,59.969028,30.388038
15309,59.890745,30.28951
15310,59.929489,30.326763
15311,59.909522,30.283961
15312,59.900746,30.300102
15313,59.913378,30.356665
15314,59.907026,30.31878
15315,59.971327,30.242902
15316,59.907637,30.404171
15317,59.910686,30.388164
15318,59.979215,30.362218
15319,59.905864,30.37909
15320,59.919073,30.288305
15321,59.922014,30.348061
15322,59.896575,30.357349
15323,59.942676,30.277366
15324,59.905729,30.315724
15325,59.969318,30.307285
15326,59.926812,30.413473
15327,59.968417,30.391351
15328,59.99926,30.295511
15329,59.93966,30.429838
15330,59.948513,30.384364
15331,59.919871,30.362462
15332,59.897259,30.252889
15333,59.94675,30.253622
15334,59.888489,30.257289
15335,59.905691,30.288707
15336,59.893983,30.382971
15337,59.929145,30.241763
15338,59.899468,30.273999
15339,59.969767,30.425076
15340,59.985473,30.248456
15341,59.989462,30.259373
15342,59.998937,30.267129
15343,59.913784,30.349243
15344,59.93245,30.314387
15345,59.993097,30.378921
15346,59.945091,30.434257
15347,59.889546,30.37722
15348,59.984681,30.250603
15349,59.910647,30.258704
15350,59.932796,30.417838
15351,59.964808,30.365
15352,59.91901,30.354507
15353,59.969516,30.314425
15354,59.970986,30.386255
15355,59.982265,30.394677
15356,59.92453,30.31896
15357,59.996904,30.351985
15358,59.971424,30.353889
15359,59.978893,30.340805
15360,59.930309,30.32824
15361,59.986109,30.249051
15362,59.979627,30.264556
15363,59.979177,30.253818
15364,59.999921,30.25904
15365,59.989132,30.253032
15366,59.909324,30.346369
15367,59.974842,30.40939
15368,59.911818,30.394203
15369,59.911536,30.33994
15370,59.954763,30.436365
15371,59.936468,30.380347
15372,59.90013,30.291078
15373,59.887959,30.260317
15374,59.94294,30.434652
15375,59.896608,30.257964
15376,60.001927,30.272497
15377,59.974623,30.39986
15378,59.954311,30.436129
15379,59.900432,30.298839
15380,59.979042,30.357264
15381,59.936769,30.430538
15382,59.976924,30.253189
15383,59.966799,30.313755
15384,59.923664,30.31861
15385,59.923652,30.319724
15386,59.921552,30.414438
15387,59.970465,30.291481
15388,59.990557,30.314553
15389,59.927103,30.34007
15390,59.889406,30.275196
15391,59.954311,30.258375
15392,59.965849,30.373077
15393,59.899275,30.317355
15394,59.955043,30.248021
15395,59.893729,30.33494
15396,59.970728,30.388193
15397,59.954224,30.414436
15398,59.973134,30.341309
15399,59.966068,30.376278
15400,59.974842,30.40939
15401,59.902688,30.273226
15402,59.965729,30.353996
15403,59.996484,30.258961
15404,59.942676,30.277366
15405,59.988706,30.254525
15406,59.907387,30.297183
15407,59.969054,30.409668
15408,59.925603,30.380878
15409,59.913171,30.308287
15410,59.990089,30.254436
15411,60.002214,30.264552
15412,59.922551,30.419796
15413,59.907935,30.403728
15414,59.944237,30.283229
15415,59.954932,30.247501
15416,59.997884,30.269037
15417,59.943612,30.390217
15418,59.942773,30.259011
15419,59.990581,30.352755
15420,59.990669,30.306466
15421,59.97962,30.376785
15422,59.949664,30.245041
15423,59.972312,30.388616
15424,59.99985,30.309783
15425,59.946935,30.273469
15426,59.984855,30.319467
15427,59.958168,30.406255
15428,59.917196,30.345905
15429,59.926034,30.263224
15430,59.968732,30.369519
15431,59.917191,30.277644
15432,59.9744,30.310527
15433,59.979862,30.405404
15434,59.926117,30.319748
15435,59.906314,30.298983
15436,59.977825,30.253948
15437,59.924252,30.317918
15438,59.973289,30.256854
15439,59.97298,30.256083
15440,59.972781,30.248731
15441,59.971955,30.248354
15442,59.941732,30.274132
15443,59.892438,30.356857
15444,59.937407,30.393603
15445,59.92017,30.328832
15446,59.887033,30.359193
15447,59.902995,30.305236
15448,60.001731,30.341334
15449,59.980698,30.356407
15450,59.979723,30.339241
15451,59.894646,30.31469
15452,59.931908,30.36855
15453,59.973456,30.219012
15454,59.973755,30.219175
15455,59.973582,30.222131
15456,59.972605,30.222001
15457,59.972278,30.221807
15458,59.972479,30.218885
15459,59.972786,30.218852
15460,59.973088,30.219423
15461,59.973677,30.21966
15462,59.973739,30.220667
15463,59.972462,30.221446
15464,59.974118,30.220757
15465,59.973108,30.222429
15466,59.972744,30.222344
15467,59.973317,30.218676
15468,59.972952,30.218592
15469,59.971943,30.220272
15470,59.973995,30.220841
15471,59.973962,30.220722
15472,59.973536,30.221702
15473,59.972942,30.222068
15474,59.973085,30.222347
15475,59.928444,30.361808
15476,59.937404,30.39397
15477,59.959116,30.416362
15478,59.968988,30.388236
15479,59.987087,30.256089
15480,59.987157,30.31622
15481,59.987481,30.266085
15482,59.928531,30.367573
15483,59.937991,30.394214
15484,59.939304,30.393205
15485,59.980384,30.245294
15486,59.951346,30.268068
15487,59.898617,30.284375
15488,59.975902,30.361395
15489,59.970827,30.211437
15490,59.891526,30.268263
15491,59.956742,30.238309
15492,59.953041,30.265
15493,59.901568,30.386947
15494,59.92885,30.327234
15495,59.918732,30.280942
15496,59.978676,30.366599
15497,59.932177,30.314988
15498,59.959349,30.424101
15499,59.906715,30.346117
15500,59.900413,30.351456
15501,59.912541,30.317736
15502,59.937739,30.395183
15503,59.904512,30.35454
15504,59.924532,30.240755
15505,59.97082,30.343921
15506,59.924437,30.319025
15507,59.966785,30.313252
15508,59.921893,30.356232
15509,59.921884,30.356571
15510,59.960443,30.320054
15511,59.978951,30.329477
15512,59.985972,30.246762
15513,59.960931,30.314803
15514,59.94926,30.316048
15515,59.924586,30.317329
15516,59.951193,30.321591
15517,59.91125,30.270497
15518,59.912534,30.341901
15519,59.986627,30.298735
15520,59.943888,30.413045
15521,59.953914,30.40983
15522,59.970907,30.211769
15523,59.987252,30.315622
15524,59.901226,30.267294
15525,59.901327,30.308999
15526,59.907631,30.387842
15527,59.910444,30.397449
15528,59.970704,30.244009
15529,59.971703,30.24168
15530,59.9722,30.240837
15531,59.89299,30.337325
15532,59.928863,30.327539
15533,59.926612,30.357303
15534,59.949412,30.268749
15535,59.905524,30.270791
15536,59.988562,30.371079
15537,59.90757,30.327251
15538,59.964644,30.364647
15539,59.892699,30.38482
15540,59.911106,30.250573
15541,59.913183,30.396192
15542,59.890194,30.371905
15543,59.893809,30.267392
15544,59.970596,30.21177
15545,59.995623,30.255659
15546,59.98587,30.316907
15547,59.962091,30.317478
15548,59.981814,30.212376
15549,59.971416,30.242729
15550,59.886298,30.311018
15551,59.898551,30.269106
15552,59.943381,30.262727
15553,59.933305,30.437983
15554,59.981879,30.356207
15555,59.970965,30.364229
15556,59.976724,30.364619
15557,59.949454,30.376039
15558,59.920342,30.315033
15559,59.964991,30.239805
15560,59.938134,30.358923
15561,59.937597,30.389692
15562,59.946235,30.365697
15563,59.930734,30.291166
15564,59.928809,30.257987
15565,59.989227,30.302688
15566,59.976542,30.382887
15567,,
15568,59.890612,30.38305
15569,59.887341,30.37206
15570,59.890479,30.384019
15571,59.92924,30.621547
15572,59.884733,30.368131
15573,59.897949,30.405967
15574,59.897155,30.404667
15575,59.890368,30.388413
15576,59.886101,30.374502
15577,60.068523,30.335319
15578,59.96851,30.436161
15579,59.879748,30.285539
15580,59.730274,30.613053
15581,60.010404,30.3261
15582,59.992868,30.404017
15583,59.845406,30.37846
15584,59.971558,30.434993
15585,59.847074,30.341451
15586,60.056501,30.438206
15587,59.880191,30.275022
15588,59.828729,30.37869
15589,59.971945,30.435763
15590,59.922499,30.440606
15591,59.83383,30.391268
15592,59.847965,30.281857
15593,60.070615,30.379414
15594,59.953242,30.577593
15595,59.882537,30.257986
15596,59.932793,30.447023
15597,59.792085,30.164738
15598,59.848035,30.321106
15599,59.902556,30.421832
15600,60.049942,30.443475
15601,59.741425,30.090791
15602,60.005723,30.252881
15603,59.866704,30.472262
15604,59.992004,30.412288
15605,59.73825,30.404108
15606,59.838048,30.156883
15607,59.953536,30.449582
15608,59.848456,30.146067
15609,59.893689,30.515835
15610,59.887675,30.391885
15611,59.841562,30.209375
15612,59.880384,30.262545
15613,59.875716,30.327722
15614,59.903114,30.522878
15615,59.944838,30.451354
15616,59.898205,30.416328
15617,59.876968,30.345297
15618,59.87936,30.266129
15619,59.876037,30.337203
15620,59.87607,30.337445
15621,59.87919,30.266813
15622,59.875985,30.336848
15623,59.877202,30.279041
15624,59.719349,30.39683
15625,59.952797,30.451002
15626,59.879959,30.261493
15627,59.875741,30.33676
15628,59.878863,30.266491
15629,59.875607,30.336767
15630,59.993274,30.412522
15631,60.017691,30.646694
15632,60.003752,30.241249
15633,60.071607,30.238032
15634,59.832233,30.509635
15635,59.883744,30.383708
15636,59.854113,30.198334
15637,59.973995,30.440124
15638,59.951966,30.452533
15639,59.891345,30.405356
15640,60.00406,30.387243
15641,59.95208,30.453011
15642,59.886338,30.393509
15643,59.886073,30.392808
15644,59.874637,30.335505
15645,59.98707,30.425479
15646,59.952083,30.453299
15647,59.883804,30.386468
15648,59.886514,30.395103
15649,59.873805,30.327132
15650,59.883649,30.387264
15651,59.882314,30.382811
15652,59.874168,30.336797
15653,59.987697,30.426171
15654,59.977988,30.438784
15655,59.875322,30.34965
15656,59.882601,30.385273
15657,60.036791,30.246682
15658,60.06862,30.428303
15659,59.991548,30.206826
15660,59.831643,30.348638
15661,59.885733,30.395776
15662,59.991283,30.206065
15663,59.993874,29.746926
15664,59.991584,30.206247
15665,59.981169,30.436548
15666,59.954117,30.577839
15667,59.846403,30.515668
15668,59.840817,30.103664
15669,59.966066,30.451218
15670,60.016744,30.314163
15671,59.875636,30.360104
15672,59.880753,30.383229
15673,59.836376,30.269612
15674,60.016717,30.303393
15675,60.05828,29.974818
15676,59.890087,30.41039
15677,59.721753,30.415268
15678,60.073633,30.241752
15679,59.883056,29.911886
15680,59.880713,30.242493
15681,59.879473,29.863319
15682,60.01749,30.313983
15683,60.017479,30.312612
15684,59.788846,30.144088
15685,59.914601,30.520295
15686,59.85252,30.194308
15687,59.944721,30.459728
15688,59.899059,30.429394
15689,59.838323,30.103954
15690,60.018046,30.313973
15691,59.822953,30.317403
15692,59.844557,30.280003
15693,60.084044,29.954333
15694,59.884416,30.488033
15695,60.060666,30.382432
15696,59.738658,30.403786
15697,59.828818,30.399218
15698,59.904212,30.4687
15699,60.091193,30.381869
15700,59.882037,30.23238
15701,59.784628,30.137816
15702,59.841616,30.158861
15703,59.868652,30.454043
15704,59.877596,30.246545
15705,59.810247,30.083403
15706,59.872043,30.353178
15707,59.877336,30.246923
15708,59.877113,30.247679
15709,59.738987,30.622126
15710,59.915641,29.768261
15711,59.723459,30.084825
15712,59.848753,30.144116
15713,60.07533,30.274464
15714,59.794937,30.146617
15715,59.839678,30.396219
15716,59.802541,30.377443
15717,60.004534,30.223592
15718,59.7591,30.320271
15719,59.806402,30.373416
15720,59.806399,30.161949
15721,59.959513,30.461105
15722,59.86383,30.474426
15723,60.023634,30.428217
15724,59.999657,30.210213
15725,59.841441,30.094552
15726,59.717322,30.397678
15727,59.855142,30.185121
15728,60.014947,30.371222
15729,59.970266,30.456611
15730,59.870035,30.34909
15731,60.012298,30.244656
15732,59.880731,29.864161
15733,60.073101,30.34188
15734,59.828339,30.156706
15735,59.808949,30.08419
15736,59.895762,30.512535
15737,59.793787,30.328699
15738,59.879462,30.39703
15739,59.869117,30.348769
15740,59.917203,30.457689
15741,59.574146,30.12588
15742,60.0123,30.387354
15743,59.835803,30.133586
15744,59.962219,30.464709
15745,59.722782,30.426265
15746,59.743146,30.471965
15747,59.868832,30.35417
15748,59.853567,30.191656
15749,59.862263,30.184324
15750,60.01223,30.012481
15751,60.010713,30.396168
15752,59.871069,30.259
15753,59.895174,30.434973
15754,60.034398,30.212898
15755,59.798347,30.268809
15756,60.091003,30.380243
15757,59.994628,29.764056
15758,59.718995,30.409284
15759,59.851723,30.143313
15760,59.959434,30.467929
15761,59.963928,30.466046
15762,59.877259,30.397685
15763,60.066815,30.397645
15764,60.028253,29.997092
15765,60.055704,30.467513
15766,60.056738,30.431852
15767,60.116817,30.210468
15768,60.203996,30.141649
15769,59.833028,30.216021
15770,59.918774,30.463909
15771,59.832585,30.34699
15772,59.833837,30.516078
15773,60.012049,30.398118
15774,59.994357,30.437947
15775,60.012121,30.398189
15776,59.790598,30.163285
15777,59.848154,30.511953
15778,60.011631,30.400477
15779,59.965964,30.467561
15780,60.035062,30.343153
15781,59.877664,29.914429
15782,59.960903,30.470186
15783,59.919442,30.465778
15784,59.951036,30.473114
15785,59.870223,30.376005
15786,60.043518,30.382486
15787,60.01211,30.40008
15788,59.868859,30.369436
15789,59.895762,30.512535
15790,59.867365,30.50881
15791,59.871215,30.381139
15792,59.866469,30.355305
15793,59.734157,30.420826
15794,59.714418,30.409488
15795,59.803956,30.381135
15796,59.835688,30.115752
15797,59.718216,30.398876
15798,59.738221,30.403724
15799,60.011453,30.403229
15800,59.947322,30.474525
15801,60.049502,30.333313
15802,59.831289,30.378126
15803,59.862919,30.181999
15804,59.936329,30.642142
15805,59.859514,30.443453
15806,60.07379,30.241579
15807,59.946145,30.475328
15808,60.052163,30.33613
15809,60.050784,30.334264
15810,59.811475,30.078846
15811,59.806006,30.321496
15812,59.86649,30.265905
15813,60.083791,30.346139
15814,59.833824,30.147732
15815,59.870258,30.382145
15816,59.870228,30.382175
15817,59.957527,30.593382
15818,59.729117,30.082974
15819,59.807155,30.371881
15820,59.85287,30.198505
15821,60.057813,30.480232
15822,59.740838,30.583865
15823,59.79798,30.26856
15824,59.86643,30.261987
15825,59.86643,30.261987
15826,59.993583,29.778476
15827,59.732944,30.377319
15828,59.900058,30.451799
15829,60.053398,30.312267
15830,59.830387,30.376757
15831,59.850755,30.324723
15832,59.914651,30.486291
15833,59.809927,30.078749
15834,60.059139,30.337557
15835,59.938326,30.477259
15836,59.863374,30.282538
15837,59.852624,30.176793
15838,59.833726,30.348179
15839,59.838864,30.270899
15840,60.142098,30.207959
15841,59.829441,30.378545
15842,59.873657,30.446837
15843,59.929913,30.476489
15844,60.067554,30.338091
15845,59.929879,30.476535
15846,59.948363,30.479848
15847,60.059221,30.337623
15848,59.999789,30.438565
15849,59.875999,29.915945
15850,59.733989,30.420383
15851,60.051831,30.336991
15852,60.054105,29.999743
15853,59.84213,30.103984
15854,59.946657,30.569028
15855,60.019013,30.642511
15856,59.873206,30.403293
15857,59.971055,30.47263
15858,60.051826,30.436488
15859,59.856403,30.50303
15860,59.83905,30.156717
15861,60.067517,30.337493
15862,59.566486,30.121566
15863,59.820295,30.316161
15864,59.859024,30.449196
15865,59.944468,30.48218
15866,59.953432,30.481243
15867,59.944553,30.482206
15868,60.026748,30.275681
15869,59.916146,30.472696
15870,60.052993,30.356146
15871,59.931324,30.480385
15872,60.058644,30.331202
15873,59.841848,30.253042
15874,59.870957,30.229341
15875,59.864069,30.469634
15876,60.030482,30.46127
15877,59.864726,30.372276
15878,59.965625,30.477248
15879,59.777585,30.324713
15880,60.021848,30.244434
15881,59.892834,30.448433
15882,59.832744,30.505356
15883,59.892747,30.448488
15884,60.091244,30.379283
15885,60.027279,30.275981
15886,59.915757,30.473377
15887,60.043497,30.463955
15888,59.852844,30.426906
15889,59.735294,30.61274
15890,60.061681,30.376097
15891,59.887216,30.440704
15892,59.848307,30.144034
15893,59.966109,30.47862
15894,59.883348,30.433443
15895,59.866226,30.384121
15896,59.845857,30.420871
15897,60.046255,30.389232
15898,60.002909,30.43863
15899,59.863335,30.207794
15900,60.113313,30.502742
15901,59.84088,30.238989
15902,59.721475,30.416732
15903,60.086106,30.348486
15904,59.973314,30.475758
15905,60.059184,30.337593
15906,60.069636,30.394532
15907,59.809509,30.081958
15908,59.929972,30.483613
15909,59.811082,30.371615
15910,59.835236,30.35121
15911,59.895931,30.513058
15912,59.893137,30.453272
15913,60.025035,30.64616
15914,59.867833,30.395986
15915,59.892741,30.453183
15916,60.076412,30.395248
15917,59.979476,30.472421
15918,60.055621,30.358475
15919,59.750158,30.563849
15920,60.10155,30.407966
15921,60.003998,30.44059
15922,59.859488,30.215425
15923,59.923814,30.482686
15924,60.051532,30.383557
15925,59.862227,30.254386
15926,59.957493,30.597466
15927,59.815724,30.576372
15928,60.076604,29.968187
15929,60.064784,30.369274
15930,60.028723,30.266854
15931,60.111409,30.499081
15932,59.809026,30.082569
15933,59.86591,30.472144
15934,59.94079,30.488545
15935,60.108772,30.417619
15936,60.072328,30.325933
15937,59.759233,30.476438
15938,59.805899,30.317514
15939,59.84693,30.405716
15940,59.89299,30.515947
15941,60.032208,30.294386
15942,59.990185,29.773861
15943,59.881414,30.466766
15944,59.808876,30.368017
15945,59.882064,30.439432
15946,60.049262,30.432659
15947,59.832041,30.219672
15948,60.020493,30.404313
15949,60.190569,29.665258
15950,59.736557,30.405879
15951,59.963298,30.486763
15952,59.835035,30.142087
15953,59.834819,30.157292
15954,59.855572,30.327244
15955,60.058938,29.97395
15956,60.142062,30.211598
15957,59.831263,30.324259
15958,59.853995,30.146377
15959,60.090852,29.943543
15960,59.832892,30.147635
15961,59.862878,30.462145
15962,60.093515,29.955915
15963,60.059908,30.324865
15964,60.093011,29.957141
15965,59.881489,29.89458
15966,59.865542,30.471769
15967,60.091268,30.379448
15968,60.068774,30.380003
15969,59.729549,30.410099
15970,59.80726,30.372977
15971,59.823804,30.33732
15972,59.881807,29.894551
15973,59.996443,29.766578
15974,59.898406,30.523069
15975,59.803003,30.378306
15976,59.856419,30.273237
15977,60.077717,30.268697
15978,59.860345,30.247457
15979,59.863131,30.23465
15980,59.863109,30.234732
15981,59.863088,30.234806
15982,59.992995,29.763288
15983,60.069245,30.394261
15984,59.864417,30.398987
15985,59.755779,30.369828
15986,59.838005,30.237943
15987,59.807356,30.384517
15988,60.028991,30.248509
15989,59.795207,30.158878
15990,59.973962,30.484725
15991,60.175776,29.796724
15992,59.737663,30.62381
15993,60.092545,29.948087
15994,59.951734,30.49414
15995,59.852903,30.033528
15996,59.853353,30.316702
15997,60.057447,30.477776
15998,60.01588,30.647465
15999,59.836843,30.142418
16000,60.05669,30.369582
16001,59.862398,30.234745
16002,60.071953,30.240456
16003,60.202259,30.308996
16004,60.164357,30.196732
16005,59.83872,30.101825
16006,59.839819,30.098004
16007,59.862417,30.233568
16008,59.914955,30.486
16009,59.893321,30.464746
16010,60.21994,30.294003
16011,59.994383,29.777753
16012,59.741024,30.610761
16013,59.750184,30.564415
16014,60.00154,29.768488
16015,59.857812,30.476138
16016,59.732409,30.58242
16017,59.888241,30.51593
16018,60.123579,30.127485
16019,60.024048,30.640804
16020,59.741561,30.610216
16021,60.069141,30.327988
16022,59.807155,30.371881
16023,59.852135,30.307791
16024,59.867851,29.91968
16025,59.881807,29.894551
16026,60.049734,30.443366
16027,59.849768,30.142443
16028,59.808775,30.073829
16029,59.756948,30.471261
16030,60.082221,30.321704
16031,59.574726,30.127665
16032,59.855128,30.26496
16033,59.832782,30.203335
16034,59.934067,30.496812
